uid,dataset_id,rec_score,title,last_month_views,link
2,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
2,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
2,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
2,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
2,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
2,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
2,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
2,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
2,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
2,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
2,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
2,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
2,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
2,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
2,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
2,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
6,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
6,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
6,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
6,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
6,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
6,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
6,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
6,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
6,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
6,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
6,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
6,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
6,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
6,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
6,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
6,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
6,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
6,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
6,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
6,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
10,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
10,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
10,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
10,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
10,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
10,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
10,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
10,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
10,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
10,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
10,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
10,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
10,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
10,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
10,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
10,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
10,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
10,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
10,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
10,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
12,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
12,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
12,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
12,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
12,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
12,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
12,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
12,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
12,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
12,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
12,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
12,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
12,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
12,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
12,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
12,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
12,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
12,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
12,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
12,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
15,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
15,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
15,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
15,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
15,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
15,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
15,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
15,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
15,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
15,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
15,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
15,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
15,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
15,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
15,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
15,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
15,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
15,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
15,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
15,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
16,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
16,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
16,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
16,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
16,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
16,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
16,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
16,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
16,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
16,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
16,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
16,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
16,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
16,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
16,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
16,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
16,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
16,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
16,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
16,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
17,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
17,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
17,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
17,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
17,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
17,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
17,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
17,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
17,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
17,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
17,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
17,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
17,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
17,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
17,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
17,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
17,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
17,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
17,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
17,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
19,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
19,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
19,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
19,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
19,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
19,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
19,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
19,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
19,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
19,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
19,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
19,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
19,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
19,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
19,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
19,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
19,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
19,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
19,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
19,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
20,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
20,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
20,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
20,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
20,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
20,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
20,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
20,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
20,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
20,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
20,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
20,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
20,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
20,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
20,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
20,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
20,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
20,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
20,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
20,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
21,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
21,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
21,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
21,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
21,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
21,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
21,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
21,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
21,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
21,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
21,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
21,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
21,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
21,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
21,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
21,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
21,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
21,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
21,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
21,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
25,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
25,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
25,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
25,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
25,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
25,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
25,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
25,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
25,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
25,379,0.2857142857142857,Total number of cultivenroller Capacity for the following years 2015 to 2019,90593,https://data.abudhabi/dataset/Total_number_of_cultivenroller_Capacity_for_the_following_years_2015_to_2019
25,1,0.2619047619047619,and International Boat Show,41279,https://grmds.org/node/10288
25,2,0.23809523809523808,COVID-19 Cases by Age Groups,28821,https://data.cityofchicago.org/d/yxzlas
25,5,0.21428571428571427,New York City Population By Community District,16255,https://data.cityofchicago.org/d/kioklf
25,7,0.19047619047619047,B,15843,https://data.cityofchicago.org/d/zfvcsp
25,9,0.16666666666666666,Mayor Middle Contracts,15197,https://grmds.org/node/16552
25,4,0.14285714285714285,Street Construction Permits - Curricular,9733,https://data.cityofchicago.org/d/pqniuc
25,6,0.11904761904761904,Public Chacterizations,8632,https://data.cityofchicago.org/d/dscamg
25,11,0.09523809523809523,Annual City Council - Social Service (Ward Precyartenipalke in M,5760,https://data.abudhabi/dataset/Annual_City_Council_-_Social_Service_(Ward_Precyartenipalke_in_M
25,3,0.07142857142857142,Traffic Flow Counts,5727,https://data.cityofchicago.org/d/rjzeky
25,8,0.047619047619047616,by year 2020,5108,https://data.cityofchicago.org/d/krbufd
26,1305,0.5,Number of Members by Emirate and Factor,98905,https://grmds.org/node/10337
26,1862,0.47619047619047616,Transportation Department Permits - Racement Built Sha,96766,https://data.abudhabi/dataset/Transportation_Department_Permits_-_Racement_Built_Sha
26,464,0.4523809523809524,TIF Balance Sheets - Dober/Moct-2009zard,94409,https://grmds.org/node/12353
26,1323,0.42857142857142855,Map of Eques and Family Housing by Community District,94363,https://grmds.org/node/15352
26,1103,0.40476190476190477,"Ve of Gross Technical Provisions per Year for Non-Life, Composite Companies",93146,"https://data.abudhabi/dataset/Ve_of_Gross_Technical_Provisions_per_Year_for_Non-Life,_Composite_Companies"
26,1367,0.38095238095238093,Public Health Statistics 2017,93131,https://data.cityofchicago.org/d/zlmint
26,1999,0.35714285714285715,Crop Grouped by Emirate,92623,https://data.abudhabi/dataset/Crop_Grouped_by_Emirate
26,279,0.3333333333333333,City Facilities - Board Jurisdiction or Leased,91645,https://data.cityofchicago.org/d/mnxtav
26,1258,0.30952380952380953,and Age Group,90926,https://data.abudhabi/dataset/and_Age_Group
